user_id,year,month,monthly_income,monthly_spending,total_transactions
U0000,2024,2,36725.98453780616,18986.817725741934,19
U0000,2024,3,27793.202205357356,12797.541285740477,58
U0000,2024,4,30788.22805323567,15993.110133860077,53
U0000,2024,5,34460.294413867836,16630.59391620456,52
U0000,2024,6,31826.2132779341,24850.280582441752,67
U0000,2024,7,38524.46471475163,18855.45234036835,54
U0000,2024,8,35965.20567758342,33638.251210770264,14
U0000,2024,9,27389.68630176224,24332.014907480523,79
U0000,2024,10,33914.647761432585,18710.55384078383,71
U0000,2024,11,30356.07478920683,18480.56509847709,45
U0000,2024,12,36134.26484865611,20192.91265653999,58
U0001,2015,1,25004.568164323387,22369.202459404787,58
U0001,2015,2,33764.78579663661,23756.23298181595,26
U0001,2015,3,35980.893114892126,29146.980413302328,48
U0001,2015,4,24226.70634060715,19422.475227189087,16
U0001,2015,5,24601.6249856686,19549.182753631347,65
U0001,2015,6,13416.07481718664,25097.51778956154,27
U0001,2015,7,24376.502591661178,15413.964356782863,14
U0001,2015,8,39782.52330549547,15299.47511584067,57
U0001,2015,9,38834.20121455123,30400.361008899043,18
U0001,2015,10,28918.12399656987,13706.233877288923,42
U0001,2015,11,17070.115678677805,16680.70100278093,65
U0001,2015,12,31279.532615140637,17826.761901995404,72
U0001,2016,1,34510.19865398559,16671.452880123026,72
U0001,2016,2,16202.61641545076,20600.396057737456,51
U0001,2016,3,28300.667615717153,14423.290023213149,60
U0001,2016,4,28706.322414712617,20901.467447266517,58
U0001,2016,5,25704.360693943087,13458.05637777361,13
U0001,2016,6,32959.43402151419,22264.918544127668,13
U0001,2016,7,30777.446661817405,30566.37783323195,23
U0001,2016,8,15921.416724776227,23858.963559774238,79
U0001,2016,9,17379.648255712167,12764.681525806282,44
U0001,2016,10,34492.185774874604,31302.258762325404,77
U0001,2016,11,36103.325408073586,24047.59426239493,49
U0001,2016,12,34490.188824005876,12659.075261815173,50
U0001,2017,1,25119.068127948176,18007.319206708948,27
U0001,2017,2,28747.766587373677,22584.066855473975,52
U0001,2017,3,46737.45116844706,27048.27167047572,26
U0001,2017,4,30452.604201294347,7604.599267685601,64
U0001,2017,5,30309.283004790213,19000.63510004342,48
U0001,2017,6,32418.98052835626,18541.807287163836,43
U0001,2017,7,36520.42391008096,9680.917940542155,41
U0001,2017,8,20259.866259723476,21688.031332758077,17
U0001,2017,9,25341.630656782283,27937.952708425546,34
U0001,2017,10,44218.43232844693,25248.30877992268,10
U0001,2017,11,25000.12082645169,22328.963396206636,48
U0001,2017,12,24404.617366412167,24245.51019472727,77
U0001,2018,1,40365.85733676277,21753.207265528854,56
U0001,2018,2,33715.762082829904,10819.846189579011,60
U0001,2018,3,34024.45136889564,20839.976284740773,17
U0001,2018,4,40248.51955422922,26965.764695488895,36
U0001,2018,5,30929.20362891089,31787.101634086357,67
U0001,2018,6,27360.216238356898,32508.285044093667,31
U0001,2018,7,32421.01845644517,15231.580296745164,59
U0001,2018,8,47215.466289451266,14590.729187073397,62
U0001,2018,9,30813.614215341095,22075.666871367393,11
U0001,2018,10,33204.01789993619,19663.583949655265,60
U0001,2018,11,20790.807330370164,25333.15699597433,16
U0001,2018,12,30496.51936846667,11966.827416034865,73
U0001,2019,1,43748.85494221117,28504.165757222734,53
U0001,2019,2,14917.181884119374,17122.151008378427,36
U0001,2019,3,34599.19755055982,15176.806875568502,14
U0001,2019,4,46026.124531341615,22911.53641335977,78
U0001,2019,5,26490.908502407074,23494.393787926878,58
U0001,2019,6,16800.788058790193,26850.563209185842,37
U0001,2019,7,33765.42417364044,27170.230825964078,17
U0001,2019,8,32091.763831020824,23846.943387584324,41
U0001,2019,9,34583.45148224259,15308.335875381548,41
U0001,2019,10,22326.683479010095,17308.680393828854,30
U0001,2019,11,40689.45867646368,25140.138998372706,30
U0001,2019,12,20947.33555102384,23553.070690862067,58
U0001,2020,1,30226.130712796745,21836.42750348781,63
U0001,2020,2,33048.93347706172,17585.66648000175,22
U0001,2020,3,21597.750952511906,16933.432350862517,39
U0001,2020,4,24434.837436271835,35801.07055268909,23
U0001,2020,5,30695.044927941253,18558.82443509725,55
U0001,2020,6,27148.312914434853,24427.558093215495,55
U0001,2020,7,26606.706534168232,21209.794619476208,61
U0001,2020,8,41809.54141147353,21581.127187405637,15
U0001,2020,9,22469.034598737107,18176.674178246074,16
U0001,2020,10,29668.326978956487,28352.68465913818,32
U0001,2020,11,16740.553377168188,28233.68875387667,15
U0001,2020,12,30089.124511224207,26322.149604880407,44
U0001,2021,1,35956.098990998595,25933.28699973695,44
U0001,2021,2,40102.98940845577,14580.743684934274,51
U0001,2021,3,30502.8639647774,19098.602183377636,59
U0001,2021,4,27480.525984121086,19708.112689430913,42
U0001,2021,5,34974.28161526271,22442.304448095394,11
U0001,2021,6,17393.01968547363,17834.157049571004,24
U0001,2021,7,10779.842010230506,13976.792233093805,28
U0001,2021,8,40157.36906646587,14164.855834080936,59
U0001,2021,9,29108.106841188946,21119.1226160655,79
U0001,2021,10,20570.65017692941,19653.249980269073,23
U0001,2021,11,17808.265880469713,17474.76967986467,56
U0001,2021,12,26654.93664323469,24265.028661597957,22
U0001,2022,1,28963.74452867083,14738.883595109446,70
U0001,2022,2,32739.499741326727,13865.640836261215,43
U0001,2022,3,39673.746960037926,15898.775939329285,60
U0001,2022,4,33424.436483422905,7615.3446416693805,72
U0001,2022,5,30321.549558169954,24323.06615976048,13
U0001,2022,6,36054.355959346554,23439.6604631138,77
U0001,2022,7,17731.273333406818,21288.398288573888,12
U0001,2022,8,27667.56745176998,8980.442955702585,54
U0001,2022,9,20671.489568820714,10699.58622702503,45
U0001,2022,10,33719.427398216205,11197.108647669093,67
U0001,2022,11,29557.818722043397,11588.880447131347,10
U0001,2022,12,27419.647095161738,33116.706654621754,78
U0001,2023,1,27155.22339204837,22971.229417103055,32
U0001,2023,2,23530.198860009554,11374.604825825558,72
U0001,2023,3,39595.028494154096,8342.821456337211,32
U0001,2023,4,30700.709496213043,14883.562548550408,49
U0001,2023,5,19583.28505028459,16708.51097894736,71
U0001,2023,6,30149.543579906745,19797.11719888516,70
U0001,2023,7,11365.24063117574,12635.030257547516,53
U0001,2023,8,27689.546279674214,23568.30046193527,34
U0001,2023,9,32391.795298324232,20490.87537704325,78
U0001,2023,10,40714.286774280394,24360.86441590352,51
U0001,2023,11,15192.867844617596,26883.057410879475,60
U0001,2023,12,30717.164517079185,23757.80878364646,36
U0001,2024,1,24714.32432828824,13763.84424715518,21
U0001,2024,2,28953.169443135866,28112.559864358176,51
U0001,2024,3,33930.904147197674,17209.379479574516,14
U0001,2024,4,42578.46677962113,19372.183312586283,38
U0001,2024,5,11259.876899920435,22590.035477216425,23
U0001,2024,6,31042.703069406325,23601.59051487197,53
U0001,2024,7,17970.367960508225,13911.309098224756,20
U0001,2024,8,28902.261761726655,26090.736941518047,24
U0001,2024,9,36897.05804285219,19908.8647827863,11
U0001,2024,10,13300.629428047901,18747.341916425194,58
U0001,2024,11,32956.43624521663,17511.10173793166,55
U0001,2024,12,38739.07306973156,19816.146628332808,22
U0002,2015,1,31132.681142762292,20271.369336989017,11
U0002,2015,2,24270.63482271212,18581.87246650678,69
U0002,2015,3,17409.710141927764,22892.344392456504,71
U0002,2015,4,34728.22048640425,21834.07920100756,75
U0002,2015,5,10064.91582461771,10479.890952186493,28
U0002,2015,6,35263.270555196934,14264.045797183084,15
U0002,2015,7,24440.149569830282,17935.997429248895,28
U0002,2015,8,22179.944152355856,7801.486562125014,64
U0002,2015,9,26874.182301399316,20624.16115640574,53
U0002,2015,10,31540.185015231786,18310.54462467976,50
U0002,2015,11,26456.14640117261,20216.768691254874,35
U0002,2015,12,24144.140448813763,29422.926942734954,76
U0002,2016,1,37115.074255352374,14365.921259945651,74
U0002,2016,2,36056.41464359712,20831.180219483304,53
U0002,2016,3,27335.2562123832,20160.997920635837,17
U0002,2016,4,27931.167895950242,18582.676029308277,30
U0002,2016,5,28871.238228746606,20542.21737289899,38
U0002,2016,6,35719.16116185067,20422.601067990683,78
U0002,2016,7,37945.38882876778,5013.275684265611,35
U0002,2016,8,38430.52617228629,26945.253115520292,34
U0002,2016,9,27655.305692294933,23144.534416652365,72
U0002,2016,10,18617.5379339313,22289.242712784482,40
U0002,2016,11,23514.52905154788,18669.960176664892,54
U0002,2016,12,46282.918373958986,15937.756323661866,67
U0002,2017,1,33295.515834640355,13762.38437761927,68
U0002,2017,2,44660.40018482378,11243.234887113016,17
U0002,2017,3,35735.375891657175,21431.782811739184,69
U0002,2017,4,30109.552921344133,25927.199036023227,75
U0002,2017,5,27463.380141799993,25808.157052774615,17
U0002,2017,6,34753.0605298181,32247.26707652505,66
U0002,2017,7,30693.4041088521,14540.432231868823,31
U0002,2017,8,29295.768674664545,17682.442702574404,63
U0002,2017,9,35558.953851486534,12169.33620518599,22
U0002,2017,10,35618.93130709929,23133.524614788093,47
U0002,2017,11,29830.408680321856,18151.589449097988,13
U0002,2017,12,24394.86923190963,28332.349546667425,42
U0002,2018,1,20950.598811079217,18857.767587662765,18
U0002,2018,2,24641.494657316365,21334.50181416802,79
U0002,2018,3,30492.900844993273,29944.799578977425,52
U0002,2018,4,37894.732886382546,16463.63482031639,65
U0002,2018,5,44444.834839422954,27293.810840753373,32
U0002,2018,6,21795.92272584472,15050.349918260657,51
U0002,2018,7,46276.96132452001,23106.064645874234,31
U0002,2018,8,33001.28243419382,29452.563473738046,59
U0002,2018,9,35640.78043680858,7807.3892797411045,56
U0002,2018,10,22963.230348766487,18832.899038426254,43
U0002,2018,11,33295.673818753676,24169.017390044417,10
U0002,2018,12,18696.983840458543,16086.346919925321,38
U0002,2019,1,38092.70616348355,21466.062286007727,21
U0002,2019,2,22012.911213486448,24832.840229709494,43
U0002,2019,3,19995.648243080115,21728.316627433254,11
U0002,2019,4,34599.080385794085,14149.626490214816,73
U0002,2019,5,32769.61176125667,19565.94385376643,73
U0002,2019,6,35483.48920542283,26687.925393312762,60
U0002,2019,7,40746.80168206941,25630.74887322337,75
U0002,2019,8,20958.961033108866,3068.044693987393,21
U0002,2019,9,45747.33920614589,14351.878573312397,27
U0002,2019,10,27230.986018244814,32580.009926283452,30
U0002,2019,11,30991.322567538555,15589.886137903894,42
U0002,2019,12,30707.44909403889,9513.35002956964,55
U0002,2020,1,17795.659697223695,20706.01501502891,72
U0002,2020,2,26651.048346856413,26018.853614334097,69
U0002,2020,3,38541.904005507444,23194.98208275888,66
U0002,2020,4,23634.7608577082,24909.279926104264,49
U0002,2020,5,26845.47110522781,18342.877552826776,13
U0002,2020,6,28811.968445724855,12513.297073312533,17
U0002,2020,7,32084.73492651049,12923.169217086408,16
U0002,2020,8,30756.07213434225,18605.22532014011,34
U0002,2020,9,31674.812610145542,21603.67642760083,79
U0002,2020,10,42004.711092719706,21345.92415833172,40
U0002,2020,11,27666.561403597134,14705.402240804544,39
U0002,2020,12,29946.374722896653,26088.3400145873,63
U0002,2021,1,47846.529460744016,27955.292433366736,63
U0002,2021,2,38584.89039422496,39291.18484166182,78
U0002,2021,3,32899.108349679394,18498.8871812263,73
U0002,2021,4,26062.170884630767,14955.959639770648,64
U0002,2021,5,38714.35400344774,6747.222840591167,78
U0002,2021,6,27051.335212997692,19461.34719421786,12
U0002,2021,7,32388.59489912972,16320.926850855525,61
U0002,2021,8,34839.757010863774,30016.321076645083,72
U0002,2021,9,33200.1086812939,22368.26979541415,62
U0002,2021,10,33669.01954975676,25001.25740509645,18
U0002,2021,11,19352.351108225077,27071.184362065167,20
U0002,2021,12,34483.99021733041,8304.663514335705,16
U0002,2022,1,19868.068666445117,14204.924046639258,28
U0002,2022,2,23332.933274303705,22632.557940266157,57
U0002,2022,3,21201.4248507736,24569.282617504592,57
U0002,2022,4,28700.045479656943,23705.70981379558,17
U0002,2022,5,17881.873670010435,14742.50993318698,21
U0002,2022,6,32613.810243912794,22284.36881382088,53
U0002,2022,7,10250.60917582375,22666.637220550623,48
U0002,2022,8,49486.1348968764,17562.350835488935,30
U0002,2022,9,41527.28823635802,9883.850332973034,40
U0002,2022,10,28389.60873362865,23570.875654312993,51
U0002,2022,11,27459.645252837945,27791.05698946325,14
U0002,2022,12,34112.92119691557,22000.164720137473,62
U0002,2023,1,29043.87260940121,12156.19181240103,59
U0002,2023,2,26896.15372139819,22957.686581991664,29
U0002,2023,3,23825.929351642375,14274.561874063711,55
U0002,2023,4,23903.643581374865,7376.680989415745,42
U0002,2023,5,21050.045982660104,11729.829860072286,44
U0002,2023,6,28799.92173436005,14117.284731980026,24
U0002,2023,7,15412.840752709597,23900.436800332136,48
U0002,2023,8,34504.61713594377,18211.5508456578,61
U0002,2023,9,32421.587114989914,23372.630530269475,25
U0002,2023,10,26204.975608018256,20387.639026658962,55
U0002,2023,11,37863.67124550037,22185.43342158889,46
U0002,2023,12,20692.10982056236,24095.032763260515,57
U0002,2024,1,30278.72319105035,19855.033354897918,71
U0002,2024,2,22408.01544352263,22944.882265502292,57
U0002,2024,3,27364.0293362145,6330.137010813345,70
U0002,2024,4,26915.02513084493,16628.56052757754,38
U0002,2024,5,33156.95356295293,19495.42094554601,73
U0002,2024,6,30318.623484478936,18512.058074212546,58
U0002,2024,7,29395.00584284436,13128.454583419869,17
U0002,2024,8,23940.54111473908,9463.887434732382,50
U0002,2024,9,20477.22131978458,26827.356948894678,49
U0002,2024,10,44984.78126959788,14114.472557221005,61
U0002,2024,11,26495.093268711305,26070.62035958111,79
U0002,2024,12,35627.945022440574,28245.18149670323,12
U0003,2015,1,29806.91137388609,21204.20739141827,30
U0003,2015,2,52044.79027292735,18811.164193315526,44
U0003,2015,3,39529.828947443806,18203.59916489405,62
U0003,2015,4,36190.24527289984,12156.963229638566,28
U0003,2015,5,21207.92345815069,27167.179648441626,16
U0003,2015,6,26731.508428750843,19405.04199802656,22
U0003,2015,7,20200.31095133384,16897.477504609244,16
U0003,2015,8,30716.59387062828,16662.263680654352,52
U0003,2015,9,35307.506403918975,14092.351423068376,29
U0003,2015,10,35822.79384286656,16019.993784962491,26
U0003,2015,11,37444.451458842814,5871.744527848697,75
U0003,2015,12,24182.718802831594,12273.705343639689,29
U0003,2016,1,18485.697053320047,17456.005329452208,54
U0003,2016,2,38519.191509709664,15340.468123289886,22
U0003,2016,3,39197.58899506254,28290.18450812663,15
U0003,2016,4,35883.419209657746,17068.704274216565,52
U0003,2016,5,27454.84064418566,23532.413107745062,51
U0003,2016,6,43230.01023478993,23415.986164190756,35
U0003,2016,7,27274.56647957912,15578.726757697446,71
U0003,2016,8,37303.469973057196,11071.349894206282,12
U0003,2016,9,27278.219166560655,9227.853068157528,65
U0003,2016,10,26068.84731589261,16229.8496363126,75
U0003,2016,11,31256.56495661713,15628.903321525178,11
U0003,2016,12,22776.576123405564,19728.60218004534,61
U0003,2017,1,29647.52102572347,17107.04129996972,30
U0003,2017,2,18996.007324322836,22549.193566931695,28
U0003,2017,3,16052.251337824251,17247.227385869977,15
U0003,2017,4,22366.29238634551,17934.025215686266,74
U0003,2017,5,23228.001681680864,13188.499825608764,27
U0003,2017,6,23730.48483662263,31774.73293426785,40
U0003,2017,7,23557.01233893258,23328.519438930147,23
U0003,2017,8,28987.302894284614,26628.741703292257,32
U0003,2017,9,30059.149302714635,24659.624271015724,42
U0003,2017,10,21016.84292346899,20259.04242183098,75
U0003,2017,11,29348.57462756446,19639.085761429946,28
U0003,2017,12,40777.011770295154,21994.992907826676,33
U0003,2018,1,29903.592207812813,16591.99711894878,43
U0003,2018,2,25611.054255393614,15537.515113574995,53
U0003,2018,3,39245.9317814155,25605.537800435934,48
U0003,2018,4,37846.66942608542,30403.704358765932,36
U0003,2018,5,15681.943837292572,21639.269967833414,77
U0003,2018,6,19094.720286918717,9797.866502772144,28
U0003,2018,7,14485.300641219661,13390.691322583241,33
U0003,2018,8,30591.721642382294,15604.894294686273,71
U0003,2018,9,35178.911119651675,20693.888916933687,22
U0003,2018,10,35092.24871360362,5804.449215470307,75
U0003,2018,11,28045.426006692505,29454.361827901328,63
U0003,2018,12,34735.16682528269,16047.725734897844,70
U0003,2019,1,26821.327287998156,24780.69573503879,60
U0003,2019,2,25306.191867747988,17539.20436848275,55
U0003,2019,3,19797.27604127295,24737.51636097413,22
U0003,2019,4,37504.24227489348,29382.868018916626,35
U0003,2019,5,43434.109165124835,14753.348076920469,73
U0003,2019,6,37435.97059848175,27698.51913663368,48
U0003,2019,7,30711.190040518177,28132.173752156323,12
U0003,2019,8,31055.837957469033,13538.583484947329,13
U0003,2019,9,42257.43946640394,16525.572872222434,77
U0003,2019,10,33293.88798055494,18606.364088130613,40
U0003,2019,11,29078.204694233784,23130.223715840024,22
U0003,2019,12,22518.573368298665,20819.38649684247,44
U0003,2020,1,30171.364347787487,11656.748789838804,62
U0003,2020,2,35864.760111759635,24105.724871163293,14
U0003,2020,3,33510.910077399865,12954.271678658226,15
U0003,2020,4,22532.68886059818,22769.934478129893,42
U0003,2020,5,27326.795317923603,7356.089201894246,34
U0003,2020,6,38086.018755967656,17813.822713612644,61
U0003,2020,7,28338.891394306505,16843.642010202802,36
U0003,2020,8,30020.544055903163,15873.207009330996,59
U0003,2020,9,25432.7890704367,17017.753936824778,14
U0003,2020,10,40987.968768730745,8931.646001841333,35
U0003,2020,11,30739.5915436421,16390.147029403855,27
U0003,2020,12,20563.755339904066,16267.609664823436,37
U0003,2021,1,19608.917534839973,16196.372631977676,28
U0003,2021,2,14272.81262529817,25282.54615880153,29
U0003,2021,3,25238.10958495795,21553.911102586946,53
U0003,2021,4,34554.30175801728,20229.987012562906,45
U0003,2021,5,27917.86770739745,17291.554017690945,47
U0003,2021,6,35997.71108443267,17901.896551494276,36
U0003,2021,7,21021.631173696223,7725.158325458296,15
U0003,2021,8,27814.18245234739,28674.317114700527,22
U0003,2021,9,42298.03877608745,13041.711031359973,57
U0003,2021,10,35560.967221711515,27928.84577083986,20
U0003,2021,11,21729.41140352117,21730.554375017648,30
U0003,2021,12,31915.40985412459,19375.790914257686,37
U0003,2022,1,39723.09070793296,11309.089580874626,35
U0003,2022,2,38913.41005031857,30527.622894057116,22
U0003,2022,3,22746.958571019364,5895.985404644228,18
U0003,2022,4,34284.977517619176,2129.2148531672074,63
U0003,2022,5,35501.37774781039,13484.93139314333,60
U0003,2022,6,38947.546960151994,25218.021766140577,40
U0003,2022,7,22383.337006790207,17146.536611302858,79
U0003,2022,8,13964.111341969216,16960.924214438008,16
U0003,2022,9,19164.828289340774,25437.394108287845,60
U0003,2022,10,28313.369077064766,15035.226514461086,57
U0003,2022,11,24974.875331734427,9834.854705432113,34
U0003,2022,12,13879.199223297683,22677.370679458367,38
U0003,2023,1,31564.612106082066,26730.037011929522,27
U0003,2023,2,16106.830225655947,18132.57884838853,57
U0003,2023,3,26603.792788702212,32913.75410959019,11
U0003,2023,4,29303.17314634793,22520.005116677847,31
U0003,2023,5,40474.765534994855,16510.322503660118,55
U0003,2023,6,28361.875766247358,16970.7436366796,38
U0003,2023,7,21525.34224679027,26521.476565624573,55
U0003,2023,8,26583.546992630436,18871.732654884003,43
U0003,2023,9,26901.482894435474,9876.2244040151,37
U0003,2023,10,29345.27409865059,29410.700797947655,13
U0003,2023,11,36937.78272089506,14888.32388366796,33
U0003,2023,12,39490.796431908995,33121.37782111363,68
U0003,2024,1,28027.122908494264,2975.9904889747304,31
U0003,2024,2,21363.396549190526,25125.92749273599,11
U0003,2024,3,31383.996598475453,32699.6826508787,25
U0003,2024,4,24016.366585129996,22642.045042633225,26
U0003,2024,5,37389.683392806466,19777.16146634347,18
U0003,2024,6,28995.646030168788,15582.257045646895,10
U0003,2024,7,20700.27868080964,20754.791246611334,41
U0003,2024,8,34190.6708036047,18969.610564249546,76
U0003,2024,9,31335.4027255772,18801.301282013104,75
U0003,2024,10,15399.546920287574,24098.2790325172,49
U0003,2024,11,32209.615969928775,17853.4311683562,12
U0003,2024,12,41012.175268912484,21584.135073276117,61
U0004,2015,1,36272.60545265188,18351.13105523923,75
U0004,2015,2,30759.723407646426,27455.3017197915,14
U0004,2015,3,15679.12068784048,24846.63844018314,70
U0004,2015,4,37482.40801749694,18844.337313167624,62
U0004,2015,5,29045.89938383715,28963.505017373947,28
U0004,2015,6,22978.732089363886,25498.19982142671,55
U0004,2015,7,19765.956517282284,15466.080307412947,22
U0004,2015,8,21487.561828530328,18984.028635577743,62
U0004,2015,9,45900.05730079644,16765.857844772898,46
U0004,2015,10,19464.693291130363,15878.868898730272,72
U0004,2015,11,24365.83449538667,17934.26204394935,46
U0004,2015,12,29771.5582121961,18427.16958646764,58
U0004,2016,1,30758.944374882492,27314.59956258585,33
U0004,2016,2,33255.58365393175,9540.002398844774,53
U0004,2016,3,27752.297782878108,22575.34186686039,69
U0004,2016,4,38711.57228840219,15712.331736680653,62
U0004,2016,5,32432.44376064675,27704.215758341732,63
U0004,2016,6,37421.7180713532,28635.200200164447,75
U0004,2016,7,19755.080148423058,11089.549499802926,63
U0004,2016,8,34839.222644656125,17759.03411939458,18
U0004,2016,9,33558.78965309382,17514.25909376176,32
U0004,2016,10,11124.3080651358,26364.081079095817,27
U0004,2016,11,26857.802071456925,13194.350160898983,33
U0004,2016,12,28786.976562863612,27210.11257396201,40
U0004,2017,1,22447.299594341086,18374.779764344355,63
U0004,2017,2,32944.41733609675,30505.716349144994,53
U0004,2017,3,31977.472624636193,18504.799647225158,20
U0004,2017,4,33275.385266482095,21010.092220067116,29
U0004,2017,5,24090.527704802633,16425.62799166302,10
U0004,2017,6,33169.33553413913,23549.600991919313,79
U0004,2017,7,29735.125823855517,24195.685356222555,51
U0004,2017,8,39322.52603311292,9557.566529507683,34
U0004,2017,9,29259.305310228086,22054.050773968964,77
U0004,2017,10,24102.025328610536,14822.630521388277,44
U0004,2017,11,17053.771994870564,24041.675724118824,19
U0004,2017,12,22790.16778990952,29897.30160262071,19
