user_id,year,month,age,employment_type,residence_type,city_tier,monthly_income,income_sources_count,income_std_6m,salary_day_variance,monthly_spending,discretionary_spend_ratio,essential_spend_ratio,spending_volatility,balance_low_days,utility_bill_amount,utility_payment_ratio,utility_delay_days,bill_payment_consistency,bnpl_usage_count,bnpl_on_time_ratio,microloan_count,microloan_repayment_ratio,monthly_sales,sales_growth_rate,cashflow_variance,business_expense_ratio,late_payment_events,missed_payment_events,financial_stress_index
U2005,2026,3,49.0,salaried,,tier3,,3.0,5421.399499510001,1.0,37313.32,0.38,0.4,0.28,11.0,5772.0,1.0,4.0,0.72,1.0,0.73,4.0,0.57,0.0,,,0.55,2.0,0.0,0.56
U2005,2026,4,,salaried,owned,tier3,,2.0,5219.686125323913,5.0,22458.35,0.45,0.41,0.05,11.0,,0.79,6.0,0.95,6.0,0.61,1.0,0.85,0.0,,0.26,0.66,4.0,0.0,0.29
U2005,2026,5,49.0,salaried,owned,tier3,,2.0,4720.42391689548,4.0,,0.29,,0.29,11.0,5499.0,0.67,4.0,0.72,6.0,0.61,3.0,0.84,0.0,-0.08,,0.56,,0.0,0.62
U2005,2026,6,49.0,,owned,tier3,78887.03,3.0,6677.610242394666,4.0,51485.45,,0.68,0.16,3.0,1425.0,,7.0,0.63,2.0,0.69,0.0,0.79,0.0,0.05,0.35,0.61,1.0,2.0,
U2005,2026,7,,salaried,owned,tier3,90446.91,1.0,7099.770012647739,5.0,78868.93,0.31,0.46,0.17,1.0,,0.6,3.0,0.51,4.0,0.66,1.0,0.65,0.0,-0.04,0.38,0.47,3.0,1.0,0.84
U2005,2026,8,49.0,salaried,owned,,81302.27,1.0,7222.934219934619,5.0,55061.09,0.25,0.69,0.22,,4226.0,0.98,2.0,0.74,5.0,0.58,0.0,0.84,0.0,-0.17,0.3,0.63,1.0,2.0,0.7
U2005,2026,9,49.0,salaried,owned,,,3.0,,0.0,34461.58,0.23,0.8,0.31,0.0,3393.0,0.84,3.0,0.66,4.0,0.61,3.0,0.87,0.0,-0.06,0.31,0.6,0.0,,
U2005,2026,10,49.0,,,tier3,82091.18,4.0,5633.253798852752,,73228.97,0.31,0.64,,8.0,,0.83,2.0,0.58,5.0,0.55,,0.74,,0.37,,0.52,4.0,0.0,0.7
U2005,2026,11,49.0,salaried,owned,tier3,90836.25,,5776.831817574674,6.0,55412.39,0.56,0.61,,5.0,,0.89,1.0,0.63,,,4.0,0.66,0.0,0.19,0.16,0.69,,0.0,0.38
U2005,2026,12,,salaried,owned,tier3,84005.04,3.0,5067.75552651695,4.0,29085.57,0.52,0.63,0.14,6.0,1106.0,0.88,8.0,0.55,1.0,,2.0,,0.0,-0.09,0.16,0.59,0.0,,0.61
U2006,2026,1,59.0,business,rented,tier3,108173.04,1.0,3978.4294226366433,5.0,92108.98,0.3,,0.05,2.0,,0.81,4.0,0.66,1.0,0.65,0.0,0.65,,0.13,0.38,0.4,2.0,,0.5
U2006,2026,2,59.0,business,rented,tier3,93660.81,,4821.956304295092,3.0,36148.67,0.43,0.65,0.22,9.0,3321.0,,0.0,,6.0,0.86,3.0,0.66,242394.0,0.34,0.16,0.46,1.0,1.0,0.56
U2006,2026,3,59.0,,rented,tier3,87154.61,1.0,5603.072662873816,4.0,77583.99,0.38,0.67,0.09,5.0,5018.0,,3.0,0.9,5.0,0.75,3.0,0.93,,-0.11,0.13,0.38,2.0,,0.51
U2006,2026,4,59.0,business,rented,,113674.92,4.0,5769.096123763634,,93822.26,0.42,0.74,0.13,7.0,2160.0,0.91,5.0,0.72,5.0,,1.0,0.61,245634.0,,0.47,,4.0,3.0,0.61
U2006,2026,5,59.0,business,rented,tier3,,4.0,3863.2295860291674,6.0,51400.05,0.48,0.77,0.11,6.0,2912.0,0.97,2.0,0.78,2.0,0.87,3.0,0.65,32309.0,,0.37,0.47,0.0,2.0,
U2006,2026,6,59.0,business,rented,tier3,88427.54,2.0,5483.713547617654,1.0,29961.59,0.41,0.53,0.08,1.0,2688.0,,6.0,0.94,1.0,0.61,3.0,,180167.0,,0.44,0.41,0.0,0.0,0.23
U2006,2026,7,59.0,business,rented,,113513.71,3.0,1303.4213833394617,5.0,93128.62,0.47,0.4,0.33,3.0,5250.0,0.76,3.0,0.58,,0.55,3.0,0.99,46335.0,0.13,,0.61,3.0,0.0,0.52
U2006,2026,8,,,rented,tier3,110806.44,4.0,6323.5453045861905,0.0,84087.21,0.33,0.53,0.14,5.0,4227.0,0.74,0.0,0.6,3.0,0.67,4.0,,40887.0,0.26,,0.76,3.0,1.0,0.32
U2006,2026,9,,business,,tier3,115029.53,1.0,4827.310680058795,7.0,86610.0,,0.6,,1.0,3314.0,,6.0,0.9,6.0,0.63,4.0,0.73,74534.0,,0.51,,3.0,0.0,0.75
U2006,2026,10,59.0,business,rented,tier3,99209.23,4.0,6648.1422835531985,4.0,80023.1,0.45,0.51,0.27,7.0,2828.0,0.63,7.0,0.58,,0.7,,,112646.0,,0.47,0.49,3.0,3.0,0.9
U2006,2026,11,,business,,tier3,92781.3,4.0,2495.86077384799,4.0,81568.57,0.32,0.8,0.17,9.0,,0.88,3.0,0.51,4.0,0.55,,0.66,95812.0,0.02,0.41,0.43,0.0,3.0,0.82
U2006,2026,12,,business,rented,tier3,83915.31,2.0,,,,0.21,0.57,0.23,12.0,2159.0,0.79,8.0,,,0.53,,0.76,83479.0,0.18,,,0.0,3.0,0.9
U2007,2026,1,51.0,self_employed,owned,tier1,22498.31,2.0,5341.0866227846145,1.0,14638.37,0.31,0.55,0.17,6.0,5552.0,0.63,,0.85,5.0,0.54,0.0,0.97,0.0,0.34,0.4,0.71,0.0,3.0,0.76
U2007,2026,2,51.0,self_employed,owned,tier1,4380.96,1.0,2608.2255695373688,7.0,2511.32,0.55,0.46,,10.0,1703.0,1.0,7.0,,,0.87,4.0,0.69,0.0,0.31,0.58,0.71,0.0,3.0,0.74
U2007,2026,3,51.0,self_employed,owned,tier1,36328.83,1.0,2897.371622276804,2.0,32142.97,0.6,0.5,,,4669.0,0.95,2.0,,2.0,,2.0,0.89,0.0,-0.05,0.29,0.3,,2.0,0.19
U2007,2026,4,51.0,self_employed,,tier1,12428.1,4.0,5039.936754141827,,8380.84,0.35,0.67,0.08,6.0,4238.0,0.87,5.0,,0.0,,3.0,0.78,0.0,-0.03,0.33,0.8,,3.0,0.41
U2007,2026,5,51.0,,owned,tier1,,1.0,6799.857839103518,3.0,20720.12,0.54,0.67,,1.0,2280.0,0.93,1.0,0.65,2.0,0.69,2.0,0.76,0.0,0.28,0.49,0.52,0.0,3.0,0.59
U2007,2026,6,51.0,,owned,tier1,16502.77,,8586.676834808735,7.0,12239.38,,0.73,0.29,7.0,5004.0,0.79,7.0,0.64,3.0,0.98,2.0,0.92,,0.2,0.49,,1.0,,0.58
U2007,2026,7,51.0,self_employed,owned,tier1,-776.09,3.0,,,,,0.54,0.3,3.0,1969.0,0.76,3.0,0.99,3.0,0.85,4.0,0.87,0.0,-0.11,,0.72,2.0,2.0,0.51
U2007,2026,8,51.0,,owned,tier1,,3.0,8377.009792087883,6.0,6389.11,0.27,0.78,0.2,1.0,5047.0,0.94,2.0,,2.0,,4.0,0.64,0.0,-0.07,0.25,0.37,2.0,,0.33
U2007,2026,9,51.0,self_employed,,tier1,18711.87,3.0,5412.298093810178,0.0,,,0.58,0.06,7.0,,0.97,1.0,0.78,0.0,0.56,2.0,0.83,0.0,-0.05,0.39,0.47,1.0,3.0,0.89
U2007,2026,10,51.0,self_employed,,tier1,20451.81,3.0,7432.310937562591,4.0,14817.98,0.37,,0.27,,,0.74,4.0,0.97,,0.92,3.0,1.0,0.0,-0.06,0.45,0.52,3.0,1.0,0.94
U2007,2026,11,51.0,,owned,tier1,18167.71,3.0,6679.461464686837,7.0,5339.99,0.59,0.54,0.25,1.0,4334.0,0.62,4.0,0.76,1.0,0.6,2.0,0.95,,,0.37,0.48,0.0,0.0,0.29
U2007,2026,12,51.0,self_employed,owned,tier1,30991.51,4.0,6700.115179827862,0.0,,0.4,,0.26,8.0,1187.0,0.92,5.0,0.67,3.0,0.63,,0.62,0.0,-0.1,0.57,0.61,1.0,1.0,0.82
U2008,2026,1,39.0,salaried,owned,tier1,51571.29,2.0,9047.525106333795,3.0,39129.75,,0.65,0.29,4.0,2611.0,0.69,4.0,0.53,2.0,0.87,0.0,0.81,0.0,-0.18,0.54,0.6,1.0,0.0,0.26
U2008,2026,2,39.0,,owned,tier1,54849.74,2.0,6102.901934325784,0.0,46221.05,0.47,0.5,0.05,4.0,1711.0,,8.0,0.61,1.0,0.51,2.0,0.75,0.0,0.4,0.34,0.52,2.0,,0.31
U2008,2026,3,39.0,salaried,owned,tier1,67100.41,3.0,5543.2218998129,1.0,55869.06,0.37,0.62,,,4402.0,0.96,4.0,0.63,2.0,0.85,,0.66,0.0,0.17,0.22,0.31,1.0,3.0,0.48
U2008,2026,4,39.0,salaried,owned,tier1,43452.12,1.0,,5.0,17466.63,0.31,0.53,0.12,7.0,1315.0,0.96,2.0,0.61,0.0,0.6,4.0,0.85,0.0,-0.12,0.11,0.68,2.0,3.0,0.67
U2008,2026,5,39.0,salaried,owned,,57565.65,4.0,5134.28189907317,3.0,42964.89,0.55,0.49,0.26,9.0,,,1.0,0.97,0.0,0.87,1.0,0.96,0.0,-0.12,0.15,0.68,1.0,2.0,0.13
U2008,2026,6,39.0,salaried,,tier1,,2.0,,2.0,35515.72,0.36,0.64,0.28,,,0.72,2.0,0.98,1.0,0.93,,0.8,0.0,0.13,0.52,0.65,3.0,3.0,0.5
U2008,2026,7,39.0,salaried,,,65169.1,3.0,4511.686513188459,5.0,23021.91,0.27,0.65,0.32,5.0,1110.0,0.87,2.0,0.52,3.0,0.73,,0.9,,-0.13,0.58,0.54,,,0.62
U2008,2026,8,39.0,salaried,owned,tier1,60221.37,,,2.0,49694.23,0.48,0.58,0.16,9.0,4538.0,,4.0,0.67,5.0,0.58,,0.65,0.0,0.11,0.47,0.36,0.0,2.0,0.83
U2008,2026,9,39.0,salaried,owned,tier1,48086.06,1.0,,,,0.25,0.43,0.16,,2551.0,0.68,7.0,0.69,2.0,0.93,3.0,0.85,0.0,-0.14,0.29,,4.0,1.0,
U2008,2026,10,,salaried,owned,tier1,60915.84,4.0,5111.3883758093425,,30816.78,0.51,0.49,0.3,3.0,3633.0,0.64,4.0,0.53,5.0,0.85,2.0,0.71,,0.19,0.48,0.77,0.0,1.0,0.55
U2008,2026,11,39.0,,owned,tier1,50496.34,1.0,5674.540856753587,5.0,16138.9,0.47,,0.14,12.0,,0.75,,0.58,3.0,0.65,0.0,0.69,0.0,-0.0,0.23,0.38,3.0,1.0,0.59
U2008,2026,12,39.0,salaried,owned,tier1,49111.96,2.0,5048.087530327433,1.0,19691.95,0.24,0.47,,7.0,,0.95,,0.72,6.0,0.81,2.0,0.61,0.0,0.39,0.27,0.79,3.0,0.0,0.76
U2009,2026,1,54.0,salaried,owned,tier1,97977.86,3.0,3666.245746388852,7.0,33571.92,0.39,0.46,0.24,12.0,3818.0,0.71,,0.83,1.0,0.74,3.0,0.68,,0.35,0.46,0.5,4.0,3.0,0.16
U2009,2026,2,54.0,salaried,,tier1,94380.69,,7884.973973839372,4.0,,0.42,,0.1,12.0,3761.0,0.7,,0.99,5.0,,0.0,0.7,,0.26,0.15,,4.0,3.0,0.92
U2009,2026,3,54.0,,owned,tier1,95140.73,2.0,5633.7080719254345,6.0,,0.39,0.69,,9.0,4057.0,0.65,0.0,0.57,1.0,0.94,3.0,0.52,0.0,0.1,,0.41,2.0,2.0,0.31
U2009,2026,4,54.0,salaried,owned,tier1,109643.37,4.0,3937.0227771785458,4.0,59258.48,0.58,0.67,0.09,6.0,5345.0,,0.0,0.7,2.0,0.62,,0.93,,0.04,0.34,0.76,1.0,,
U2009,2026,5,54.0,salaried,owned,tier1,109279.16,1.0,2736.443409592396,,37832.83,,0.76,0.25,2.0,2199.0,0.79,0.0,0.95,,0.65,0.0,0.68,0.0,-0.17,,0.35,4.0,1.0,0.59
U2009,2026,6,54.0,salaried,,,97279.69,2.0,5901.585618515316,7.0,42321.39,0.53,0.45,0.11,5.0,1568.0,,8.0,0.8,,0.92,,0.8,0.0,0.08,0.6,0.73,4.0,2.0,0.47
U2009,2026,7,54.0,salaried,owned,tier1,92454.83,2.0,1937.1500552980838,,80876.53,0.51,0.54,0.32,0.0,5633.0,0.92,7.0,0.79,1.0,0.87,1.0,0.89,0.0,-0.01,0.14,0.6,3.0,2.0,1.0
U2009,2026,8,54.0,,owned,tier1,94396.49,1.0,5239.224448471267,4.0,78898.33,0.58,0.53,,,2937.0,,1.0,,1.0,0.52,4.0,0.54,0.0,0.39,0.55,0.34,2.0,,0.19
U2009,2026,9,54.0,salaried,owned,tier1,,3.0,6648.8788527200095,1.0,89156.7,0.47,0.49,,,5209.0,0.68,0.0,0.93,0.0,0.62,1.0,0.92,0.0,-0.18,0.49,0.47,3.0,,0.87
U2009,2026,10,54.0,salaried,owned,tier1,,1.0,5261.0690739981665,1.0,87903.13,,,0.3,4.0,5302.0,0.78,4.0,0.91,2.0,0.65,0.0,0.69,0.0,-0.09,0.19,0.53,,1.0,0.81
U2009,2026,11,54.0,,owned,,93228.12,3.0,3639.3153127912656,,24331.68,,0.58,0.35,12.0,4987.0,,6.0,0.77,2.0,0.66,3.0,0.88,,0.23,0.39,,2.0,3.0,0.64
U2009,2026,12,54.0,salaried,owned,tier1,107908.84,,4752.538223530869,4.0,91222.27,0.28,0.53,0.3,12.0,5621.0,0.66,7.0,0.56,1.0,0.67,0.0,0.61,0.0,0.07,0.6,0.4,3.0,2.0,0.15
U2010,2026,1,42.0,business,rented,tier2,86161.33,4.0,,4.0,58606.78,,0.76,0.25,2.0,3282.0,0.96,5.0,0.95,2.0,,,0.76,199930.0,0.38,0.43,0.72,1.0,0.0,0.62
U2010,2026,2,42.0,business,rented,,59697.32,,6247.02836383598,3.0,44659.94,,0.46,0.33,5.0,2647.0,,7.0,0.93,6.0,0.74,,0.64,220226.0,-0.08,0.56,0.76,0.0,0.0,0.4
U2010,2026,3,42.0,business,rented,tier2,80770.41,3.0,4075.0109402315265,2.0,34904.91,0.25,0.7,,,1578.0,0.87,6.0,0.53,4.0,0.75,4.0,0.52,,,0.1,0.67,2.0,2.0,0.94
U2010,2026,4,42.0,business,rented,,77904.53,,7039.135736144744,0.0,,0.41,0.79,0.17,,,,0.0,0.94,,,0.0,0.85,23340.0,,0.54,0.33,4.0,,
U2010,2026,5,42.0,business,,tier2,84052.11,,9348.264972101588,3.0,39497.85,0.33,0.5,0.16,,,0.72,5.0,0.55,2.0,0.72,,,60582.0,-0.06,0.51,0.65,4.0,1.0,0.38
U2010,2026,6,42.0,,rented,tier2,75665.51,2.0,3537.9515316025454,3.0,,0.3,0.48,0.19,,5773.0,1.0,8.0,,4.0,0.53,3.0,,148489.0,,0.15,0.48,0.0,2.0,
U2010,2026,7,,,rented,,79164.22,4.0,,3.0,26264.39,0.55,0.8,0.1,8.0,5742.0,0.97,5.0,0.9,2.0,0.84,4.0,,210641.0,0.33,,0.44,,1.0,0.98
U2010,2026,8,42.0,business,rented,tier2,62039.55,1.0,6156.393722027775,5.0,28218.06,0.21,0.52,0.3,9.0,1428.0,,0.0,0.82,3.0,0.87,4.0,0.73,16553.0,-0.07,0.55,0.77,0.0,0.0,0.24
U2010,2026,9,42.0,business,rented,tier2,83390.26,4.0,,6.0,,0.39,0.48,0.34,12.0,1836.0,0.92,,0.55,4.0,0.62,0.0,0.56,49893.0,,0.13,0.4,1.0,,0.8
U2010,2026,10,42.0,business,rented,tier2,99688.34,2.0,6414.005303404763,1.0,29995.03,0.56,0.75,0.26,4.0,1182.0,0.94,4.0,0.72,0.0,0.7,4.0,,222058.0,,0.14,0.49,0.0,0.0,0.44
U2010,2026,11,42.0,business,rented,tier2,83970.01,3.0,5333.339693103935,,,0.35,0.53,0.17,0.0,,0.9,0.0,0.64,5.0,0.82,3.0,0.72,187668.0,0.28,0.54,,0.0,0.0,
